as_of,code,name,pool_tags,research_report_covered,research_payload_covered,research_report_date,theme_bucket,theme_candidate_count,theme_strength_count,theme_avg_ret10_pct,totalMarketCap,floatMarketCap,todayAmount,turnoverRate,todayPct,peRatio,latest_kline_date,latest_close,ma5,ma10,ma20,close_to_ma20,ma20_slope_10d_pct,ma_alignment,ret5_pct,ret10_pct,ret20_pct,index_ret5_pct,index_ret10_pct,index_ret20_pct,rel_ret5_pct,rel_ret10_pct,rel_ret20_pct,high20_distance_pct,breakout_20d,close_position,upper_shadow_ratio_pct,close_gt_open,max_drawdown_20_pct,volatility_20_ann_pct,green_ratio_20,long_upper_count_20,large_down_count_20,q1_revenue_yoy_pct,q1_net_profit_yoy_pct,trend_relative_score_35,relative_score_10,quality_score_15,research_score_25,theme_score_20,entry_timing_score_5,risk_penalty,final_score_v0,risk_flags,mainBusiness,industry
2026-06-09,603773.SH,沃格光电,watchlist,0,1,,玻璃基板/光电材料,1,1,64.026655,33747208444.95,22633436075.25,4708962400.0,22.231564,10.0,-182.017704,2026-06-09,150.15,132.054,121.082,100.4495,1.494781,30.902705,1,23.07377,64.026655,83.64726,,,,,,,4.234641,1,1.0,0.0,1,-23.393871,109.513403,0.65,2,4,8.48,-153.94,25.0,,6.0,11.0,5.0,5.0,-16.0,36.0,异常波动,玻璃基板/光电材料,
2026-06-09,600498.SH,烽火通信,strong,0,0,,光通信,6,4,10.591916,79928156315.7,45757270627.75,8686394835.0,19.455442,7.9817,,2026-06-09,58.85,54.92,52.454,54.3095,1.083604,-0.258951,0,18.888889,13.173077,-0.27114,,,,,,,-6.572472,0,0.848866,1.019541,1,-21.818481,79.121972,0.65,5,4,,,7.0,,6.0,2.0,15.0,5.0,0.0,35.0,,光通信设备/海缆,
2026-06-09,603929.SH,亚翔集成,watchlist,0,1,,半导体,3,2,8.063466,43911621600.0,17477796820.0,671810730.0,3.866254,10.0,41.499405,2026-06-09,205.81,173.928,164.159,173.413,1.18682,-8.006398,0,37.527564,24.650233,5.597742,,,,,,,-1.052885,0,1.0,0.0,1,-25.698352,82.231102,0.55,3,3,35.38,198.68,9.933,,3.5,15.0,9.0,5.0,-11.0,31.433,风险提示,洁净工程/半导体厂务,
2026-06-09,001309.SZ,德明利,watchlist,0,1,,存储,5,1,-8.227548,141946402036.92,90771282350.52,6540883400.0,7.323543,6.400272,34.590683,2026-06-09,625.74,628.828,630.98,661.8835,0.945393,4.448523,0,3.274468,-5.061447,1.252427,,,,,,,-17.664706,0,0.885854,0.560936,1,-19.990749,79.352014,0.55,4,5,502.08,4942.42,4.2087,,4.0,15.0,3.0,5.0,0.0,31.2087,,存储主控/存储模组,
2026-06-09,688205.SH,德科立,strong|watchlist,0,1,,CPO,8,3,5.681157,36339587136.48,24110084349.96,2556043141.0,11.037397,10.6044,474.058345,2026-06-09,228.21,227.238,231.451,248.427,0.91862,-3.886859,0,-1.883142,-5.776218,-22.00082,,,,,,,-26.592254,0,0.711358,3.764077,1,-30.371545,86.062566,0.45,6,6,27.97,35.08,0.0,,1.0,15.0,15.0,4.0,-5.0,30.0,,高速光模块/CPO,
2026-06-09,300223.SZ,北京君正,strong,0,0,,存储,5,1,-8.227548,77333095639.62999,64397176162.71999,8854633550.78,14.284581,7.1218,,2026-06-09,159.89,148.656,150.872,145.684,1.097512,5.499312,0,12.384902,6.878342,8.89464,,,,,,,-9.143084,0,0.923448,0.694227,1,-13.757039,81.790413,0.55,2,3,,,11.4824,,7.0,2.0,3.0,5.0,0.0,28.4824,,存储芯片/MCU/车规芯片,
2026-06-09,003031.SZ,中瓷电子,watchlist,0,1,,电子陶瓷/氮化镓外延,1,0,-3.922224,64856890595.60999,25488235961.969997,1536808600.0,6.183285,6.550574,102.442721,2026-06-09,143.79,142.448,143.216,151.8555,0.946887,2.578037,0,1.232047,-3.922224,-5.170481,,,,,,,-18.287208,0,0.849958,1.244871,1,-21.731818,77.541947,0.5,5,3,79.05,50.33,4.0,,4.0,15.0,0.0,5.0,0.0,28.0,,电子陶瓷/氮化镓外延,
2026-06-09,300136.SZ,信维通信,watchlist,0,1,,天线/射频器件/消费电子,1,0,-6.643705,99659569714.0,81134323022.0,9183547900.0,11.685504,-0.62711,135.391712,2026-06-09,103.0,101.316,101.439,106.1425,0.970394,1.169995,0,11.993041,-6.643705,-5.763952,,,,,,,-17.302288,0,0.868594,0.970874,1,-23.071104,100.084527,0.5,3,4,14.31,41.72,4.0,,3.5,15.0,0.0,5.0,0.0,27.5,,天线/射频器件/消费电子,
2026-06-09,300570.SZ,太辰光,watchlist,0,1,,光模块,3,1,1.618468,41271223002.57,28064086109.280003,7106437300.0,26.046207,18.070175,144.622095,2026-06-09,181.71,168.892,165.084,163.828,1.109151,3.497334,1,12.968604,12.395621,2.829495,,,,,,,-5.359375,0,0.89557,1.634473,1,-17.147984,112.123076,0.6,6,4,-8.04,-17.24,16.4716,,5.0,7.0,2.0,5.0,-8.0,27.4716,,高速光模块/光器件,
2026-06-09,002202.SZ,金风科技,watchlist,0,1,,风电,1,0,-10.240718,92923350234.0,54504377004.0,2201391700.0,4.111203,1.42923,29.847199,2026-06-09,22.0,22.786,23.195,24.335,0.904048,-7.116548,0,-5.335628,-10.240718,-19.325266,,,,,,,-21.62451,0,0.902439,0.363636,1,-21.978417,42.66532,0.45,1,2,63.48,50.83,0.0,,7.1,15.0,0.0,5.0,0.0,27.1,,风机整机/风电,
2026-06-09,688195.SH,腾景科技,watchlist,0,1,,CPO,8,3,5.681157,38450839700.0,25096938874.0,3127625700.0,12.49761,-1.24186,533.91961,2026-06-09,212.33,230.364,250.632,296.702,0.715634,-13.859223,0,-8.407385,-34.425571,-41.987924,,,,,,,-46.231957,0,0.45717,1.186832,0,-43.175614,134.710232,0.5,5,5,51.17,31.12,0.0,,2.0,15.0,15.0,0.0,-5.0,27.0,,光学元件/CPO,
2026-06-09,688726.SH,拉普拉斯,watchlist,0,1,,光通信,6,4,10.591916,24485755077.489998,13285637474.34,655058400.0,4.925009,0.515807,49.851459,2026-06-09,60.41,59.904,59.881,64.566,0.935632,-3.976085,0,6.187379,-8.608169,-16.744763,,,,,,,-25.949988,0,0.487069,1.324284,0,-21.671486,65.285896,0.25,4,2,-33.31,-52.2,0.0,,4.6,7.0,15.0,0.0,0.0,26.6,,光通信设备/激光装备,
2026-06-09,603629.SH,利通电子,watchlist,0,1,,算力,9,0,-16.188381,42157447200.0,22678080592.2,5587868700.0,24.554286,-1.004066,78.885883,2026-06-09,160.71,182.346,199.864,191.563,0.838941,14.202337,0,-17.757535,-24.171935,2.356538,,,,,,,-33.282132,0,0.511591,5.768154,1,-33.24056,98.192117,0.75,5,4,41.61,819.3,5.3928,,5.0,15.0,3.0,2.0,-5.0,25.3928,,显示结构件/算力服务器,
2026-06-09,688183.SH,生益电子,strong,0,0,,PCB,2,0,-3.800644,103894464757.5,33399563331.5,3549261572.0,11.020905,11.4084,,2026-06-09,124.9,122.37,127.694,117.3925,1.063952,6.964528,0,-5.055112,-5.450416,21.734893,,,,,,,-13.790723,0,0.843869,1.641313,1,-19.455421,120.2998,0.55,1,3,,,12.6225,,4.5,2.0,0.0,5.0,0.0,24.1225,,PCB,
2026-06-09,688025.SH,杰普特,watchlist,0,1,,激光,1,0,-18.713878,34890742194.84,22676832824.52,1104491150.0,4.957405,5.153399,102.492949,2026-06-09,367.08,378.79,388.635,398.011,0.922286,4.067407,0,-3.602941,-18.713878,-0.786508,,,,,,,-21.207178,0,0.868062,0.790019,1,-22.69758,101.822535,0.7,5,5,92.75,167.62,4.0,,5.0,15.0,0.0,5.0,-6.0,23.0,减持,激光器/激光装备,
2026-06-09,301486.SZ,致尚科技,watchlist,0,1,,光通信,6,4,10.591916,29111501498.85,12624551362.65,1429539000.0,11.528911,6.581551,451.86107,2026-06-09,226.23,223.232,240.658,249.897,0.905293,1.98816,0,-7.11529,-20.551361,-2.813816,,,,,,,-24.564855,0,0.86675,0.94594,1,-27.432479,114.537144,0.5,6,6,-0.06,-98.37,4.0,,2.0,7.0,15.0,5.0,-10.0,23.0,,精密连接器/光通信,
2026-06-09,002730.SZ,电光科技,watchlist,0,1,,算力,9,0,-16.188381,10326518177.6,4925951013.6,291058850.0,5.968474,2.626844,151.197293,2026-06-09,28.52,29.174,29.674,30.9005,0.922962,-4.056572,0,-2.993197,-8.148148,-11.757426,,,,,,,-19.684596,0,0.873786,0.45582,1,-20.143678,56.704593,0.4,6,3,-9.33,1.09,0.0,,4.0,11.0,3.0,5.0,0.0,23.0,,矿用防爆/算力电源配套,
2026-06-09,002821.SZ,凯莱英,watchlist,0,1,,创新药CXO/CDMO,1,0,-9.806462,40194254158.6,22091500700.7,721163690.0,3.332854,-1.04833,36.201803,2026-06-09,111.38,115.292,116.296,119.287,0.933714,-3.793824,0,-2.221052,-9.806462,-13.585228,,,,,,,-16.243044,0,0.673077,0.233435,0,-12.195507,39.709979,0.35,3,0,16.91,-7.21,0.0,,9.5,11.0,0.0,2.0,0.0,22.5,,创新药CXO/CDMO,
2026-06-09,001389.SZ,广合科技,strong,0,0,,PCB,2,0,-3.800644,89432881587.0,28776994289.5,1845215698.41,6.538703,7.7733,,2026-06-09,189.25,179.806,182.626,184.0245,1.028396,1.818378,0,4.523362,-2.150871,-0.749948,,,,,,,-5.251827,0,0.888019,0.755614,1,-11.431189,69.285026,0.45,4,2,,,8.0,,6.6,2.0,0.0,5.0,0.0,21.6,,PCB/高多层板,
2026-06-09,300857.SZ,协创数据,watchlist,0,1,,存储,5,1,-8.227548,108393913360.0,71386853355.5,3533142600.0,5.033444,3.844351,62.097999,2026-06-09,221.5,229.522,235.757,254.5535,0.870151,-6.334952,0,-5.956778,-14.150614,-18.135787,,,,,,,-28.084416,0,0.915858,0.352144,1,-29.133858,57.448733,0.35,4,4,192.9,352.87,0.0,,3.0,15.0,3.0,5.0,-5.0,21.0,,智能硬件/存储模组,
2026-06-09,688041.SH,海光信息,watchlist,0,1,,算力,9,0,-16.188381,623340989244.38,240873156400.58002,8281016200.0,3.48458,3.265306,244.938197,2026-06-09,268.18,274.734,285.757,302.83,0.885579,-5.125028,0,-5.400543,-21.391722,-23.199404,,,,,,,-25.25641,0,0.868737,0.488478,1,-25.414285,67.197896,0.6,3,6,68.06,22.9,0.0,,7.5,15.0,3.0,5.0,-10.0,20.5,,国产CPU/DCU/算力芯片,
2026-06-09,603296.SH,华勤技术,watchlist,0,1,,AI硬件ODM/服务器,1,0,-6.766712,113785577609.04001,38326497230.700005,2003506200.0,5.325631,3.357532,26.629678,2026-06-09,102.51,108.256,110.2,110.672,0.926251,0.553776,0,-17.728732,-6.766712,-6.494573,,,,,,,-19.085958,0,0.917808,0.468247,1,-20.401284,69.776894,0.4,3,3,16.42,27.5,2.0,,4.5,15.0,0.0,5.0,-6.0,20.5,监管,AI硬件ODM/服务器,
2026-06-09,600072.SH,中船科技,watchlist,0,1,,船舶装备/新能源工程,1,0,-17.539485,14886445113.28,7731698284.48,185283110.0,2.414919,0.0,-4.54565,2026-06-09,9.92,10.27,10.773,11.849,0.837201,-9.421702,0,-7.548928,-17.539485,-26.300149,,,,,,,-29.142857,0,0.606061,0.504032,0,-28.633094,29.952961,0.15,3,0,118.13,34.17,0.0,,6.5,15.0,0.0,2.0,-5.0,18.5,,船舶装备/新能源工程,
2026-06-09,688048.SH,长光华芯,watchlist,0,1,,光芯片,1,0,0.860816,63615905829.84,41807566549.84,4461109000.0,11.024356,8.047904,1885.307128,2026-06-09,360.88,366.88,367.876,382.6165,0.94319,-2.583613,0,2.029969,0.860816,-16.364226,,,,,,,-22.118394,0,0.718172,2.784859,1,-25.463066,101.98134,0.55,6,5,37.81,167.9,0.0,,2.0,15.0,2.0,4.0,-5.0,18.0,,高功率激光芯片,
2026-06-09,002222.SZ,福晶科技,watchlist,0,1,,光器件,1,0,-12.576923,42755130000.0,34618400436.88,2369425200.0,6.951342,5.109827,145.474952,2026-06-09,90.92,93.604,96.166,101.8935,0.892304,-0.35499,0,-2.915109,-12.576923,-19.795342,,,,,,,-27.030498,0,0.929471,0.307963,1,-25.636176,87.098169,0.55,7,6,35.63,42.62,0.0,,3.0,15.0,0.0,5.0,-5.0,18.0,,光学晶体/激光器件,
2026-06-09,301396.SZ,宏景科技,watchlist,0,1,,算力,9,0,-16.188381,35677477790.0,17750950542.0,1747705100.0,10.1162,4.382821,569.547419,2026-06-09,166.0,166.422,186.374,247.7305,0.670083,-21.569649,0,-4.284149,-38.813122,-46.271362,,,,,,,-52.907801,0,0.93046,0.427711,1,-53.058032,124.298874,0.25,5,5,7.01,199.81,0.0,,0.0,15.0,3.0,5.0,-5.0,18.0,,算力/智算中心/数字化服务,
2026-06-09,301312.SZ,智立方,watchlist,0,1,,CPO,8,3,5.681157,14831052671.52,4600638789.9,489773470.0,10.964936,5.325301,228.575473,2026-06-09,87.42,88.174,108.718,117.973,0.741017,-4.798296,0,-34.310189,-39.50173,-28.256053,,,,,,,-43.196881,0,0.881844,0.938,1,-44.295302,168.335843,0.55,3,7,19.97,-35.76,0.0,,2.5,11.0,15.0,5.0,-16.0,17.5,减持,光模块设备/CPO检测,
2026-06-09,300124.SZ,汇川技术,watchlist,0,0,,自动化,1,0,-7.76459,201987254222.4,143505692703.8,3216060300.0,2.236523,0.107354,42.607698,2026-06-09,74.6,74.842,75.419,76.539,0.974667,2.562075,0,-2.445403,-7.76459,-1.126574,,,,,,,-11.243308,0,0.283333,0.563003,0,-8.555885,33.393825,0.5,9,0,,,4.0,,11.0,2.0,0.0,0.0,0.0,17.0,,工控自动化/新能源驱动,
2026-06-09,000977.SZ,浪潮信息,watchlist,0,1,,算力,9,0,-16.188381,87315621906.3,58829054420.94,2631144200.0,4.528786,2.71204,34.1734,2026-06-09,59.46,61.414,63.177,66.8045,0.89006,-6.366115,0,-8.523077,-11.649331,-18.692739,,,,,,,-23.915547,0,0.974843,0.067272,1,-25.187387,52.353423,0.45,5,3,-24.3,31.09,0.0,,3.0,11.0,3.0,5.0,-5.0,17.0,,AI服务器/算力基础设施,
2026-06-09,688409.SH,富创精密,watchlist,0,0,,半导体,3,2,8.063466,50399230798.89,30989609574.48,2398823800.0,8.097356,19.998542,704.980209,2026-06-09,164.59,147.48,149.218,156.5195,1.051562,7.568734,0,17.564286,0.359756,26.112942,,,,,,,-12.582324,0,1.0,0.0,1,-26.848,121.808733,0.65,5,5,,,13.0,,4.0,2.0,9.0,5.0,-16.0,17.0,减持,半导体设备零部件,
2026-06-09,600666.SH,奥瑞德,watchlist,0,1,,算力,9,0,-16.188381,12519085642.699999,9702745898.3,561723030.0,5.891108,3.881279,89.402282,2026-06-09,4.55,4.61,4.613,5.0815,0.895405,-8.457936,0,-1.301518,-5.208333,-17.572464,,,,,,,-28.120063,0,1.0,0.0,1,-27.841845,58.022297,0.4,8,3,22.69,-3.13,0.0,,3.0,11.0,3.0,5.0,-5.0,17.0,,算力租赁/智算服务,
2026-06-09,300456.SZ,赛微电子,watchlist,0,1,,MEMS/晶圆制造,1,0,-8.727587,30936004911.5,24409208603.0,1498489700.0,6.278734,5.572214,21.759671,2026-06-09,42.25,43.206,44.802,47.1145,0.896752,-3.527039,0,-8.549784,-8.727587,-14.038657,,,,,,,-22.019195,0,0.725552,2.059172,1,-23.553009,83.444445,0.55,2,3,-62.67,-208.17,0.0,,5.0,7.0,0.0,4.0,0.0,16.0,,MEMS/晶圆制造,
2026-06-09,600673.SH,东阳光,strong|watchlist,0,1,,液冷,2,0,-19.636175,104461656097.89,50917052032.47,3179941770.0,6.426009,10.0158,895.102117,2026-06-09,34.71,33.51,35.318,36.5035,0.950868,-2.475287,0,-2.554745,-5.679348,-7.316422,,,,,,,-14.401973,0,1.0,0.0,1,-19.781337,76.855825,0.5,6,2,26.95,-51.97,0.0,,4.6,11.0,0.0,5.0,-5.0,15.6,,液冷材料/制冷剂,
2026-06-09,688307.SH,中润光学,watchlist,0,1,,光学,1,0,-21.892621,7919350992.0,5256431721.72,376484980.0,7.254949,3.880013,117.064042,2026-06-09,63.72,66.748,69.858,86.506,0.736596,-13.561422,0,-6.073113,-21.892621,-44.969341,,,,,,,-52.8,0,0.822674,0.957313,1,-53.239823,131.701589,0.4,6,5,67.74,67.79,0.0,,0.0,15.0,0.0,5.0,-5.0,15.0,,机器视觉/精密光学,
2026-06-09,000815.SZ,美利云,watchlist,0,1,,IDC/国资云,1,0,-13.038549,10665334956.9,7127454680.58,431711060.0,6.096395,1.791639,136.961568,2026-06-09,15.34,15.62,15.983,18.0715,0.84885,-10.960288,0,-4.542626,-13.038549,-28.116214,,,,,,,-32.719298,0,0.75,0.586701,1,-32.932799,54.069551,0.3,6,4,-0.8,97.05,0.0,,3.0,11.0,0.0,5.0,-5.0,14.0,,IDC/国资云,
2026-06-09,600410.SH,华胜天成,watchlist,0,1,,算力,9,0,-16.188381,19627254825.699997,19627254825.699997,1235280400.0,6.366552,4.617183,-92.257824,2026-06-09,17.9,17.904,18.54,20.393,0.877752,-9.436895,0,-3.918411,-12.168793,-19.802867,,,,,,,-27.087576,0,0.807692,1.117318,1,-29.819524,44.147211,0.3,4,2,15.08,-122.23,0.0,,4.6,11.0,3.0,5.0,-10.0,13.6,,算力平台/系统集成,
2026-06-09,600330.SH,天通股份,watchlist,0,1,,磁性材料/蓝宝石/衬底,1,0,2.079002,36336977895.36,29470497864.780003,4281613900.0,15.028205,10.007468,-142.507802,2026-06-09,29.46,29.386,30.78,30.5195,0.965284,3.441906,0,-7.9375,2.079002,-9.797918,,,,,,,-17.130802,0,1.0,0.0,1,-23.638437,104.612395,0.4,1,6,12.7,-192.19,4.0,,2.5,11.0,2.0,5.0,-11.0,13.5,异常波动,磁性材料/蓝宝石/衬底,
2026-06-09,688800.SH,瑞可达,strong,0,0,,连接器,1,0,-6.13572,25234184161.149998,15545379399.15,1564554143.0,10.332453,6.0873,,2026-06-09,122.69,124.888,123.64,129.978,0.943929,3.800956,0,2.850197,-6.13572,-10.281536,,,,,,,-17.09575,0,0.805474,1.621974,1,-20.114665,80.917409,0.45,5,4,,,4.0,,2.0,2.0,0.0,5.0,0.0,13.0,,连接器/高速铜缆,
2026-06-09,300548.SZ,长芯博创,strong,0,0,,光模块,3,1,1.618468,70372364805.24,52688900331.93,5588413203.08,10.881238,12.1268,,2026-06-09,238.83,229.146,231.999,239.9395,0.995376,-5.237164,0,1.803069,1.143438,-12.130243,,,,,,,-16.2,0,0.970919,0.314031,1,-22.006591,89.816911,0.55,5,4,,,0.0,,4.0,2.0,2.0,5.0,0.0,13.0,,光模块/光器件,
2026-06-09,300475.SZ,香农芯创,strong,0,0,,存储,5,1,-8.227548,81371588221.1,65658003072.3,5554533798.7,8.787596,8.9047,,2026-06-09,173.3,173.264,176.935,184.4725,0.939435,-1.548245,0,-1.044938,-11.096291,-6.126429,,,,,,,-17.421138,0,0.933775,0.519331,1,-22.208643,84.137219,0.45,5,4,,,0.0,,2.0,2.0,3.0,5.0,0.0,12.0,,存储分销/存储芯片,
2026-06-09,601908.SH,京运通,watchlist,0,1,,硅片/光伏电站,1,0,-5.645161,8475256042.11,5590040717.429999,185720200.0,3.381606,1.73913,-5.508792,2026-06-09,3.51,3.614,3.676,3.856,0.91027,-3.888335,0,-7.142857,-5.645161,-13.546798,,,,,,,-23.861171,0,0.606061,3.703704,1,-24.008811,61.960873,0.45,1,3,-37.98,-56.18,0.0,,5.5,7.0,0.0,4.0,-5.0,11.5,,硅片/光伏电站,
